  5.1000000e+000  3.5000000e+000  1.4000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.9000000e+000  3.0000000e+000  1.4000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.7000000e+000  3.2000000e+000  1.3000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.6000000e+000  3.1000000e+000  1.5000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e+000  3.6000000e+000  1.4000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.4000000e+000  3.9000000e+000  1.7000000e+000  4.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.6000000e+000  3.4000000e+000  1.4000000e+000  3.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.1000000e+000  3.4000000e+000  1.5000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.4000000e+000  2.9000000e+000  1.4000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.9000000e+000  3.1000000e+000  1.5000000e+000  1.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.4000000e+000  3.7000000e+000  1.5000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.8000000e+000  3.4000000e+000  1.6000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.8000000e+000  3.0000000e+000  1.4000000e+000  1.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  4.3000000e+000  3.0000000e+000  1.1000000e+000  1.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.8000000e+000  4.0000000e+000  1.2000000e+000  2.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.7000000e+000  4.4000000e+000  1.5000000e+000  4.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
  5.4000000e+000  3.9000000e+000  1.3000000e+000  4.0000000e-001  1.0000000e+000  0.0000000e+000  0.0000000e+000
